timestamp,open,high,low,close,volume,,,,,,,
12/6/2021 14:00,163.95,167.16,163.51,167.12,22375709,,,,,,,
12/6/2021 15:00,167.1,167.8799,165.28,165.9999,22361686,,,,,,,
12/6/2021 16:00,165.99,166.24,164.9028,165.61,10281831,,,,,,,
12/6/2021 17:00,165.61,166.44,165.6,166.2899,7329579,,,,,,,
12/6/2021 18:00,166.3,166.42,165.57,166.195,7371664,,,,,,,
12/6/2021 19:00,166.195,166.5,165.29,165.55,6972537,,,,,,,
12/6/2021 20:00,165.54,165.83,164.99,165.29,12360112,,,,,,,
12/6/2021 21:00,165.32,165.32,164.89,165.29,4290475,,,,,,,
12/6/2021 22:00,165.31,165.32,165.04,165.1,724297,,,,,,,
12/6/2021 23:00,165.15,165.2,165.02,165.09,27115,,,,,,,
12/7/2021 0:00,165.08,165.1,164.83,165.1,64495,,,,,,,
12/7/2021 9:00,168.22,168.63,166.14,168.08,127071,,,,,,,
12/7/2021 10:00,168.15,168.9,168.15,168.85,76412,,,,,,,
12/7/2021 11:00,168.85,168.91,168.06,168.4,96726,,,,,,,
12/7/2021 12:00,168.35,168.8,168.12,168.52,331373,,,,,,,
12/7/2021 13:00,168.2999,169.45,164.907,168.95,772323,,,,,,,
12/7/2021 14:00,168.94,170.78,168.34,170.1552,20997830,,,,,,,
12/7/2021 15:00,170.15,171.28,169.97,170.745,19316724,,,,,,,
12/7/2021 16:00,170.74,171.4773,170.48,171.0666,13065793,,,,,,,
12/7/2021 17:00,171.0711,171.58,170.81,171.11,9949517,,,,,,,
12/7/2021 18:00,171.1,171.14,170.321,170.45,7971534,,,,,,,
12/7/2021 19:00,170.44,170.445,169.45,169.93,9346122,,,,,,,
12/7/2021 20:00,169.93,171.27,169.8101,171.2,20416194,,,,,,,
12/7/2021 21:00,171.18,173.8799,171.02,172.8,6229107,,,,,,,
12/7/2021 22:00,172.75,173.29,171.18,172.6,2572439,,,,,,,
12/7/2021 23:00,172.6,172.6,172.11,172.35,162667,,,,,,,
12/8/2021 0:00,172.37,172.6,172.07,172.58,204772,,,,,,,
12/8/2021 9:00,172.86,173.48,172.38,172.78,149460,,,,,,,
12/8/2021 10:00,172.81,172.87,171.9,172.24,67982,,,,,,,
12/8/2021 11:00,172.18,173.1,172.15,172.4,139546,,,,,,,
12/8/2021 12:00,172.48,172.74,172,172.29,366951,,,,,,,
12/8/2021 13:00,172.5499,172.7398,171.55,172.091,815523,,,,,,,
12/8/2021 14:00,172.09,173.46,170.7,172.7201,18539400,,,,,,,
12/8/2021 15:00,172.68,174.4465,172,173.92,23817011,,,,,,,
12/8/2021 16:00,173.92,174.87,173.27,174.8301,15340089,,,,,,,
12/8/2021 17:00,174.83,174.83,173.75,174.27,9318607,,,,,,,
12/8/2021 18:00,174.28,174.82,174.035,174.54,6783482,,,,,,,
12/8/2021 19:00,174.54,175.96,174.0726,174.7754,15095520,,,,,,,
12/8/2021 20:00,174.7729,175.28,174.05,175.01,15870766,,,,,,,
12/8/2021 21:00,175.08,175.35,174.96,175.2,3136410,,,,,,,
12/8/2021 22:00,175.15,175.25,174.62,174.87,166398,,,,,,,
12/8/2021 23:00,174.87,174.92,174.48,174.72,118227,,,,,,,
12/9/2021 0:00,174.71,174.79,174.6,174.75,86110,,,,,,,
12/9/2021 9:00,175.58,175.58,174.4,174.56,48016,,,,,,,
12/9/2021 10:00,174.56,174.56,173.7,173.85,81562,,,,,,,
12/9/2021 11:00,173.85,173.9,173.61,173.85,40700,,,,,,,
12/9/2021 12:00,173.85,174.69,173.85,174.57,228480,,,,,,,
12/9/2021 13:00,174.1001,174.77,173.82,174.69,936569,,,,,,,
12/9/2021 14:00,174.73,176.75,174.55,176.11,17026060,,,,,,,
12/9/2021 15:00,176.13,176.2,173.92,175.92,22486951,,,,,,,
12/9/2021 16:00,175.92,175.95,174.68,174.7183,12954893,,,,,,,
12/9/2021 17:00,174.725,175.815,174.48,175.5,10678371,,,,,,,
12/9/2021 18:00,175.5,175.9599,175.1306,175.645,8502893,,,,,,,
12/9/2021 19:00,175.65,175.96,175.16,175.36,8297787,,,,,,,
12/9/2021 20:00,175.37,175.7199,174.19,174.62,16159625,,,,,,,
12/9/2021 21:00,174.56,174.64,174.01,174.2,3368054,,,,,,,
12/9/2021 22:00,174.29,174.36,174.11,174.23,82723,,,,,,,
12/9/2021 23:00,174.23,174.36,174.2,174.27,42916,,,,,,,
12/10/2021 0:00,174.29,174.34,174.12,174.15,52353,,,,,,,
12/10/2021 9:00,174.73,175.15,174.56,175,52466,,,,,,,
12/10/2021 10:00,174.96,174.97,174.48,174.68,12782,,,,,,,
12/10/2021 11:00,174.66,175.19,174.66,175.05,62838,,,,,,,
12/10/2021 12:00,175.01,175.15,174.63,174.74,142190,,,,,,,
12/10/2021 13:00,174.85,175.88,174.124,175.45,1074081,,,,,,,
12/10/2021 14:00,175.46,176.556,174.69,175.18,15521614,,,,,,,
12/10/2021 15:00,175.18,176.99,175.09,176.14,19176407,,,,,,,
12/10/2021 16:00,176.12,176.74,175.4,176.7,11834178,,,,,,,
12/10/2021 17:00,176.71,177.32,176.6,177.29,11088230,,,,,,,
12/10/2021 18:00,177.3,177.8199,177.045,177.6839,10471705,,,,,,,
12/10/2021 19:00,177.6773,177.91,177.58,177.84,9519298,,,,,,,
12/10/2021 20:00,177.831,179.63,177.67,179.5,24217125,,,,,,,
12/10/2021 21:00,179.45,179.75,179.22,179.58,2571567,,,,,,,
12/10/2021 22:00,179.58,179.67,179.42,179.6,1406478,,,,,,,
12/10/2021 23:00,179.66,179.71,179.5,179.65,80674,,,,,,,
12/11/2021 0:00,179.65,179.94,179.63,179.84,118294,,,,,,,
12/13/2021 9:00,180.45,181.37,180.37,181.1,144603,,,,,,,
12/13/2021 10:00,181.1,181.42,180.99,181.4,62326,,,,,,,
12/13/2021 11:00,181.33,181.5,181.02,181.06,76436,,,,,,,
12/13/2021 12:00,181.07,181.98,181.04,181.8,588569,,,,,,,
12/13/2021 13:00,181.2,182.22,179.002,181.75,1397034,,,,,,,
12/13/2021 14:00,181.77,181.8293,179.76,180.95,22135501,,,,,,,
12/13/2021 15:00,180.94,182.13,178.16,179.7801,32484274,,,,,,,
12/13/2021 16:00,179.7925,180,177.11,177.8517,21228974,,,,,,,
12/13/2021 17:00,177.84,179.41,177.74,178.73,14797652,,,,,,,
12/13/2021 18:00,178.73,179.15,177.34,178.1696,10911109,,,,,,,
12/13/2021 19:00,178.16,178.779,177.79,178.65,9652720,,,,,,,
12/13/2021 20:00,178.645,178.86,175.53,175.81,23011165,,,,,,,
12/13/2021 21:00,175.74,175.85,175.4,175.74,5643448,,,,,,,
12/13/2021 22:00,175.74,175.8,175.07,175.17,1148593,,,,,,,
12/13/2021 23:00,175.2,175.74,175.19,175.49,848498,,,,,,,
12/14/2021 0:00,175.49,175.71,175.43,175.69,93598,,,,,,,
12/14/2021 9:00,177.27,177.84,175.74,175.85,326805,,,,,,,
12/14/2021 10:00,175.8,176.5,175.8,176.33,91606,,,,,,,
12/14/2021 11:00,176.33,176.73,176.16,176.4,87217,,,,,,,
12/14/2021 12:00,176.45,177.41,176,176.95,482930,,,,,,,
12/14/2021 13:00,176.64,177.42,174.58,175,1510464,,,,,,,
12/14/2021 14:00,174.97,177.74,174.4,175.8604,19171629,,,,,,,
12/14/2021 15:00,175.87,176.09,173.15,173.36,22121813,,,,,,,
12/14/2021 16:00,173.35,175.3,172.39,173.255,17860599,,,,,,,
12/14/2021 17:00,173.24,173.47,172.21,173.445,12359449,,,,,,,
12/14/2021 18:00,173.43,174.07,173.08,173.45,8578423,,,,,,,
12/14/2021 19:00,173.45,174.7,173.38,174.52,10045071,,,,,,,
12/14/2021 20:00,174.52,176.56,173.77,174.34,19361879,,,,,,,
12/14/2021 21:00,174.33,174.5,174.17,174.25,8197915,,,,,,,
12/14/2021 22:00,174.25,174.33,173.75,173.95,5851258,,,,,,,
12/14/2021 23:00,173.95,174.44,173.81,174.05,84425,,,,,,,
12/15/2021 0:00,174.03,174.44,173.95,174.44,58790,,,,,,,
12/15/2021 9:00,174.7,174.97,173.34,173.99,43589,,,,,,,
12/15/2021 10:00,174,174.3,173.95,174.3,14975,,,,,,,
12/15/2021 11:00,174.16,174.24,173.81,174.11,43124,,,,,,,
12/15/2021 12:00,174.12,175.19,174,174.57,291751,,,,,,,
12/15/2021 13:00,175.14,175.33,173.895,174.51,589868,,,,,,,
12/15/2021 14:00,174.53,175.8494,172.96,173.74,15068183,,,,,,,
12/15/2021 15:00,173.73,174.41,172.91,173.89,12249537,,,,,,,
12/15/2021 16:00,173.88,173.91,172.42,172.44,9087949,,,,,,,
12/15/2021 17:00,172.43,173.44,172.3108,173.43,9650200,,,,,,,
12/15/2021 18:00,173.43,173.82,172.86,173.48,8125504,,,,,,,
12/15/2021 19:00,173.46,178.27,172.4,177.84,32114701,,,,,,,
12/15/2021 20:00,177.8301,179.5,177.76,179.3,25297759,,,,,,,
12/15/2021 21:00,179.3,179.79,179.24,179.56,5320180,,,,,,,
12/15/2021 22:00,179.56,179.95,179.3,179.88,3644515,,,,,,,
12/15/2021 23:00,179.88,180.3,179.3,180,221920,,,,,,,
12/16/2021 0:00,180,180.08,179.7,179.72,194950,,,,,,,
12/16/2021 9:00,180.55,180.68,180.14,180.57,87442,,,,,,,
12/16/2021 10:00,180.59,180.92,180.52,180.84,44262,,,,,,,
12/16/2021 11:00,180.83,181.25,180.6,180.7,127997,,,,,,,
12/16/2021 12:00,180.64,180.9,180.01,180.18,399737,,,,,,,
12/16/2021 13:00,180.7,180.84,178.852,179.73,1150220,,,,,,,
12/16/2021 14:00,179.74,181.14,176.5,176.52,20121237,,,,,,,
12/16/2021 15:00,176.53,179.15,174.53,175.7826,27076375,,,,,,,
12/16/2021 16:00,175.78,175.79,174.24,174.79,14506258,,,,,,,
12/16/2021 17:00,174.78,175.32,173.12,173.1552,14819805,,,,,,,
12/16/2021 18:00,173.15,174.44,173.15,173.595,10297608,,,,,,,
12/16/2021 19:00,173.6,173.79,170.8,171.5909,20253531,,,,,,,
12/16/2021 20:00,171.59,173.87,170.75,172.25,29141101,,,,,,,
12/16/2021 21:00,172.26,172.57,171,172.34,2423639,,,,,,,
12/16/2021 22:00,172.35,172.3799,171.48,171.62,469924,,,,,,,
12/16/2021 23:00,171.64,171.88,171.02,171.3,149978,,,,,,,
12/17/2021 0:00,171.3,172.2599,171.25,172.12,122946,,,,,,,
12/17/2021 9:00,171.66,171.66,170.03,170.98,95478,,,,,,,
12/17/2021 10:00,170.96,170.97,170.2,170.25,44677,,,,,,,
12/17/2021 11:00,170.3,171,170.3,170.95,40420,,,,,,,
12/17/2021 12:00,171,171,169.14,169.4,501207,,,,,,,
12/17/2021 13:00,170.6906,171,169.13,170.39,1176632,,,,,,,
12/17/2021 14:00,170.39,173.07,169.55,171.9401,29094812,,,,,,,
12/17/2021 15:00,171.9401,172.81,169.76,172.52,21939784,,,,,,,
12/17/2021 16:00,172.51,173.47,170.3551,171.03,21989936,,,,,,,
12/17/2021 17:00,171,171.32,169.86,170.81,13613797,,,,,,,
12/17/2021 18:00,170.81,172.47,170.47,172.4516,13110626,,,,,,,
12/17/2021 19:00,172.45,173.09,171.66,172.33,12939792,,,,,,,
12/17/2021 20:00,172.32,172.8,170.5,170.97,20414634,,,,,,,
12/17/2021 21:00,171.14,171.54,171.1,171.49,12715647,,,,,,,
12/17/2021 22:00,171.5,171.56,171.35,171.37,875965,,,,,,,
12/17/2021 23:00,171.39,171.55,171.14,171.46,431244,,,,,,,
12/18/2021 0:00,171.5,172.26,171.46,171.89,177488,,,,,,,
12/20/2021 9:00,167.98,168.49,167.05,167.7,124989,,,,,,,
12/20/2021 10:00,167.77,167.99,167.45,167.91,65850,,,,,,,
12/20/2021 11:00,167.9,168.5,167.71,168.38,81883,,,,,,,
12/20/2021 12:00,168.39,168.79,167.81,167.81,359201,,,,,,,
12/20/2021 13:00,168.4999,168.8292,167.5,167.93,979727,,,,,,,
12/20/2021 14:00,167.95,169.95,167.46,169.55,15371066,,,,,,,
12/20/2021 15:00,169.55,169.58,167.7201,168.391,17023937,,,,,,,
12/20/2021 16:00,168.39,169.69,167.95,169.5421,12889706,,,,,,,
12/20/2021 17:00,169.535,170.58,168.89,169.025,11606980,,,,,,,
12/20/2021 18:00,169.03,170.07,168.82,169.76,8561914,,,,,,,
12/20/2021 19:00,169.76,170.29,169.36,169.95,8796651,,,,,,,
12/20/2021 20:00,169.95,170.43,169.09,169.88,15553379,,,,,,,
12/20/2021 21:00,169.75,170.45,169.5,170.25,7791290,,,,,,,
12/20/2021 22:00,170.27,170.28,169.75,170.15,940850,,,,,,,
12/20/2021 23:00,170.15,171.38,170.15,171.36,102666,,,,,,,
12/21/2021 0:00,171.36,171.38,170.84,171.04,103529,,,,,,,
12/21/2021 9:00,171.84,171.84,170.93,171,54608,,,,,,,
12/21/2021 10:00,170.97,171.18,170.64,170.85,55969,,,,,,,
12/21/2021 11:00,170.85,171.74,170.85,171.52,55717,,,,,,,
12/21/2021 12:00,171.51,172.33,171.4,172.15,212405,,,,,,,
12/21/2021 13:00,171.5201,172.49,169.75,169.75,676569,,,,,,,
12/21/2021 14:00,172.43,172.5,170.02,170.3311,12813692,,,,,,,
12/21/2021 15:00,170.34,170.96,169.12,169.85,13515030,,,,,,,
12/21/2021 16:00,169.84,171.25,169.82,170.735,10618106,,,,,,,
12/21/2021 17:00,170.74,171.54,170.46,170.995,8431243,,,,,,,
12/21/2021 18:00,171,171.315,170.66,171.24,7140955,,,,,,,
12/21/2021 19:00,171.25,173.03,171.1901,172.9382,10786859,,,,,,,
12/21/2021 20:00,172.94,173.2,172.191,172.98,13198900,,,,,,,
12/21/2021 21:00,172.99,173.14,170.82,172.92,2605331,,,,,,,
12/21/2021 22:00,172.96,173.08,172.89,173.03,3983980,,,,,,,
12/21/2021 23:00,172.98,172.98,172.6,172.6,1258790,,,,,,,
12/22/2021 0:00,172.6,172.72,172.53,172.58,37005,,,,,,,
12/22/2021 9:00,172.29,172.48,171.91,172.09,26973,,,,,,,
12/22/2021 10:00,172.09,172.79,172,172.79,19772,,,,,,,
12/22/2021 11:00,172.79,173.1,172.52,172.94,32308,,,,,,,
12/22/2021 12:00,172.9,173.07,172.5,172.56,158096,,,,,,,
12/22/2021 13:00,172.56,173,172.22,172.8,387482,,,,,,,
12/22/2021 14:00,172.8,174.04,172.15,173.72,12129527,,,,,,,
12/22/2021 15:00,173.73,174.525,172.89,174.48,16289676,,,,,,,
12/22/2021 16:00,174.47,174.4967,173.56,174.12,9737811,,,,,,,
12/22/2021 17:00,174.13,174.61,174,174.5268,7921359,,,,,,,
12/22/2021 18:00,174.51,174.75,173.77,174.1099,6823409,,,,,,,
12/22/2021 19:00,174.11,174.59,173.48,174.52,8625961,,,,,,,
12/22/2021 20:00,174.52,175.86,174.36,175.63,14676198,,,,,,,
12/22/2021 21:00,175.64,175.95,175.58,175.81,8279900,,,,,,,
12/22/2021 22:00,175.78,175.84,175.64,175.81,224015,,,,,,,
12/22/2021 23:00,175.84,175.85,175.71,175.82,48909,,,,,,,
12/23/2021 0:00,175.84,176,172.99,175.98,90731,,,,,,,
12/23/2021 9:00,175.7,176.11,175.65,176.02,27659,,,,,,,
12/23/2021 10:00,176.08,176.37,176.04,176.33,22734,,,,,,,
12/23/2021 11:00,176.28,176.4,176.12,176.19,35317,,,,,,,
12/23/2021 12:00,176.19,176.3,176.1,176.24,94295,,,,,,,
12/23/2021 13:00,176.19,176.35,175.7,175.94,708577,,,,,,,
12/23/2021 14:00,175.92,176.28,175.27,175.89,11032475,,,,,,,
12/23/2021 15:00,175.8884,176.54,175.75,176.47,10464050,,,,,,,
12/23/2021 16:00,176.48,176.51,175.67,176.18,7528129,,,,,,,
12/23/2021 17:00,176.18,176.31,175.795,176.255,7186301,,,,,,,
12/23/2021 18:00,176.26,176.34,175.99,175.99,4042758,,,,,,,
12/23/2021 19:00,175.99,176.6414,175.76,176.49,6680182,,,,,,,
12/23/2021 20:00,176.5,176.8499,175.97,176.29,12253363,,,,,,,
12/23/2021 21:00,176.28,176.28,175.77,176.02,2351644,,,,,,,
12/23/2021 22:00,176.02,176.02,175.9,175.99,1205965,,,,,,,
12/23/2021 23:00,175.98,176.06,175.95,176.02,43125,,,,,,,
12/24/2021 0:00,176.03,176.5,175.85,176.32,99370,,,,,,,
12/27/2021 9:00,176.4,176.41,175.88,176,43947,,,,,,,
12/27/2021 10:00,176,176.64,176,176.4,23288,,,,,,,
12/27/2021 11:00,176.46,176.46,176.38,176.44,5405,,,,,,,
12/27/2021 12:00,176.43,177.07,176.39,176.95,97198,,,,,,,
12/27/2021 13:00,176.47,177.31,176.365,177.07,614333,,,,,,,
12/27/2021 14:00,177.09,178.47,176.9,177.2889,10774131,,,,,,,
12/27/2021 15:00,177.3,178.47,177.13,178.4599,11078783,,,,,,,
12/27/2021 16:00,178.455,178.87,178.17,178.836,7912001,,,,,,,
12/27/2021 17:00,178.84,179.3699,178.78,179.25,7923966,,,,,,,
12/27/2021 18:00,179.25,179.97,179.07,179.895,7281283,,,,,,,
12/27/2021 19:00,179.89,180.23,179.535,179.91,8313765,,,,,,,
12/27/2021 20:00,179.91,180.42,179.56,180.33,12048115,,,,,,,
12/27/2021 21:00,180.33,180.55,180.14,180.2594,3181315,,,,,,,
12/27/2021 22:00,180.25,180.5,180.25,180.3,593260,,,,,,,
12/27/2021 23:00,180.3,180.34,177.74,180.11,55919,,,,,,,
12/28/2021 0:00,180.1,180.11,179.8,179.8,85875,,,,,,,
12/28/2021 9:00,180.25,181.16,180.24,181.12,65517,,,,,,,
12/28/2021 10:00,181.1,181.25,181,181.2,25793,,,,,,,
12/28/2021 11:00,181.07,181.13,180.75,180.85,31830,,,,,,,
12/28/2021 12:00,180.77,181.07,180.65,180.89,160625,,,,,,,
12/28/2021 13:00,180.8399,181.03,180.19,180.21,703386,,,,,,,
12/28/2021 14:00,180.23,180.43,178.9,179.98,11324242,,,,,,,
12/28/2021 15:00,179.99,180.16,178.53,179.9,12397836,,,,,,,
12/28/2021 16:00,179.89,181.33,179.6901,180.52,14438679,,,,,,,
12/28/2021 17:00,180.52,180.66,179.28,179.49,8967042,,,,,,,
12/28/2021 18:00,179.48,180.03,179.28,179.7556,6510966,,,,,,,
12/28/2021 19:00,179.74,179.75,179.07,179.5,6849823,,,,,,,
12/28/2021 20:00,179.5,179.82,179.14,179.39,11224537,,,,,,,
12/28/2021 21:00,179.29,179.69,179.2,179.54,1967242,,,,,,,
12/28/2021 22:00,179.55,179.6,179.45,179.45,33113,,,,,,,
12/28/2021 23:00,179.49,179.82,179.48,179.77,68599,,,,,,,
12/29/2021 0:00,179.78,179.85,179.63,179.85,53875,,,,,,,
12/29/2021 9:00,179.85,180.1,179.55,179.68,32073,,,,,,,
12/29/2021 10:00,179.72,179.72,179.45,179.5,14007,,,,,,,
12/29/2021 11:00,179.48,179.5,179.25,179.29,12312,,,,,,,
12/29/2021 12:00,179.47,179.63,179.2,179.42,141060,,,,,,,
12/29/2021 13:00,179.4399,179.738,179.02,179.27,595836,,,,,,,
12/29/2021 14:00,179.27,180.63,179.25,180.32,9824104,,,,,,,
12/29/2021 15:00,180.31,180.37,178.14,179.825,13221067,,,,,,,
12/29/2021 16:00,179.82,179.94,178.85,179.075,7748370,,,,,,,
12/29/2021 17:00,179.0769,179.3672,178.675,179.325,5133083,,,,,,,
12/29/2021 18:00,179.33,179.4745,179.01,179.13,4521085,,,,,,,
12/29/2021 19:00,179.12,179.6434,178.98,179.57,5068294,,,,,,,
12/29/2021 20:00,179.56,179.8,179.35,179.38,9505704,,,,,,,
12/29/2021 21:00,179.38,179.52,179.2,179.26,1970457,,,,,,,
12/29/2021 22:00,179.26,179.26,179.16,179.1701,27794,,,,,,,
12/29/2021 23:00,179.25,179.28,179.01,179.01,37216,,,,,,,
12/30/2021 0:00,179.01,179.05,178.87,178.88,50142,,,,,,,
12/30/2021 9:00,179.4,179.88,179.36,179.77,18426,,,,,,,
12/30/2021 10:00,179.77,179.8,179.68,179.75,7726,,,,,,,
12/30/2021 11:00,179.75,180,179.64,179.9,22717,,,,,,,
12/30/2021 12:00,179.89,179.98,179.62,179.68,108328,,,,,,,
12/30/2021 13:00,179.6899,179.94,179.5,179.6,396874,,,,,,,
12/30/2021 14:00,179.61,179.928,178.89,179.5285,8080647,,,,,,,
12/30/2021 15:00,179.53,180.57,179.49,180.005,12585409,,,,,,,
12/30/2021 16:00,180.01,180.1599,179.59,179.805,6841586,,,,,,,
12/30/2021 17:00,179.8,179.96,179.53,179.8358,4547773,,,,,,,
12/30/2021 18:00,179.83,179.8599,179.16,179.285,6263217,,,,,,,
12/30/2021 19:00,179.28,179.3481,178.66,179.24,6163299,,,,,,,
12/30/2021 20:00,179.2458,179.305,178.09,178.25,10761085,,,,,,,
12/30/2021 21:00,178.2,178.38,178.1,178.12,1339267,,,,,,,
12/30/2021 22:00,178.12,178.12,177.91,177.98,144119,,,,,,,
12/30/2021 23:00,178,178.22,177.98,178.22,46489,,,,,,,
12/31/2021 0:00,178.22,178.25,177.12,177.65,87828,,,,,,,
12/31/2021 9:00,177.98,178.13,177.76,177.9,7418,,,,,,,
12/31/2021 10:00,177.91,177.91,177.8,177.8,1715,,,,,,,
12/31/2021 11:00,177.8,177.99,177.8,177.83,3093,,,,,,,
12/31/2021 12:00,177.75,178.24,177.71,178.03,45022,,,,,,,
12/31/2021 13:00,177.8902,178.35,177.72,178.26,385867,,,,,,,
12/31/2021 14:00,178.26,179.23,177.72,177.88,6935153,,,,,,,
12/31/2021 15:00,177.89,178.5899,177.32,178.395,8841616,,,,,,,
12/31/2021 16:00,178.3908,178.43,177.64,177.705,5462116,,,,,,,
12/31/2021 17:00,177.71,177.84,177.26,177.56,5412896,,,,,,,
12/31/2021 18:00,177.56,177.91,177.355,177.55,5145342,,,,,,,
12/31/2021 19:00,177.55,177.75,177.29,177.605,5774299,,,,,,,
12/31/2021 20:00,177.61,178.27,177.44,177.61,15054984,,,,,,,
12/31/2021 21:00,177.57,177.8,177.45,177.5,2398637,,,,,,,
12/31/2021 22:00,177.48,177.57,177.48,177.55,1724150,,,,,,,
12/31/2021 23:00,177.55,177.69,177.5,177.6,21204,,,,,,,
1/1/2022 0:00,177.6,177.75,177.5,177.7,20203,,,,,,,
1/3/2022 9:00,178.26,178.34,177.76,178.08,60937,,,,,,,
1/3/2022 10:00,178.08,178.22,177.99,178.17,45629,,,,,,,
