Date,Open,High,Low,Close,Volume,True Range,20 EMA,BB Upper,BB Mid,BB Lower,MACD,MACD Signal,MACD Histogram
4/27/2007,3.506429,3.569643,3.488929,3.568571,699403600,0.0684,2.8346,2.9809,2.826,2.6714,-0.0209,-0.0104,-0.0104
4/30/2007,3.574643,3.607143,3.559643,3.564286,616509600,0.0403,2.8532,3.0128,2.836,2.6603,-0.008,-0.0141,0.0061
5/1/2007,3.556786,3.583929,3.519643,3.5525,532523600,0.0545,2.8686,3.0373,2.845,2.6534,0.0067,-0.0147,0.0214
5/2/2007,3.558929,3.590714,3.5525,3.585357,505145200,0.0324,2.8827,3.064,2.854,2.6446,0.023,-0.0123,0.0353
5/3/2007,3.5975,3.623214,3.571786,3.585714,576077600,0.0436,2.8985,3.0882,2.863,2.6389,0.0392,-0.0069,0.0461
5/4/2007,3.6,3.628571,3.589286,3.600357,381987200,0.0363,2.9131,3.112,2.872,2.6337,0.0591,0.0019,0.0573
5/7/2007,3.61,3.726786,3.6075,3.711429,861557200,0.1072,2.9271,3.1546,2.888,2.6222,0.0786,0.0134,0.0652
5/8/2007,3.695357,3.755357,3.693571,3.752143,783997200,0.0524,2.9466,3.199,2.904,2.6105,0.0996,0.0281,0.0715
5/9/2007,3.746786,3.82,3.746071,3.817143,717757600,0.0627,2.9684,3.2496,2.926,2.6032,0.1207,0.0442,0.0765
5/10/2007,3.808214,3.887143,3.782857,3.833571,1197257600,0.0884,2.9931,3.2951,2.949,2.6036,0.1381,0.0619,0.0762
5/11/2007,3.847857,3.8975,3.813571,3.883571,653696400,0.0711,3.0187,3.3384,2.977,2.6162,0.1573,0.0803,0.077
5/14/2007,3.915,3.928571,3.866071,3.905714,651946400,0.053,3.0472,3.3798,3.004,2.6292,0.1595,0.0972,0.0623
5/15/2007,3.913214,3.935714,3.802857,3.84,954514400,0.1126,3.0729,3.3995,3.03,2.6614,0.1715,0.1137,0.0578
5/16/2007,3.876071,3.886786,3.693571,3.833571,1126767600,0.1638,3.0931,3.4108,3.056,2.7014,0.1755,0.1289,0.0466
5/17/2007,3.826786,3.923929,3.826786,3.908571,735291200,0.0823,3.1075,3.4238,3.085,2.7464,0.1792,0.1422,0.0369
5/18/2007,3.936786,3.951429,3.920357,3.929286,621345200,0.0363,3.1293,3.4325,3.113,2.7954,0.1847,0.154,0.0307
5/21/2007,3.939643,4.016071,3.930357,3.999286,639892400,0.0736,3.1493,3.4542,3.141,2.8296,0.1863,0.1636,0.0226
5/22/2007,4.0175,4.0625,4.000357,4.055,572409600,0.0536,3.1737,3.4739,3.172,2.8713,0.1902,0.1714,0.0189
5/23/2007,4.072143,4.107143,4.021071,4.031786,911374800,0.073,3.2001,3.4882,3.199,2.9101,0.1972,0.1779,0.0193
5/24/2007,4.028929,4.087857,3.941786,3.953214,887362000,0.1238,3.2206,3.4969,3.217,2.9373,0.1944,0.1821,0.0124
5/25/2007,4,4.063571,3.982143,4.057857,632959600,0.0935,3.2368,3.519,3.237,2.9567,0.1869,0.1851,0.0018
5/29/2007,4.0875,4.102143,4.024643,4.083929,645694000,0.0657,3.2585,3.5386,3.259,2.9811,0.1792,0.186,-0.0068
5/30/2007,4.082143,4.245714,4.054643,4.241786,1478444800,0.162,3.2777,3.5796,3.289,2.9985,0.1693,0.1853,-0.016
5/31/2007,4.288214,4.363214,4.269286,4.328214,1297066400,0.1029,3.3117,3.6316,3.32,3.0095,0.1653,0.1837,-0.0185
6/1/2007,4.325,4.328214,4.224643,4.228571,885262000,0.0878,3.3454,3.6509,3.347,3.0447,0.1631,0.1813,-0.0183
6/4/2007,4.236786,4.3475,4.210714,4.333214,886673200,0.1159,3.3688,3.6815,3.378,3.0762,0.1687,0.1794,-0.0107
6/5/2007,4.336071,4.381786,4.303571,4.381071,920785600,0.0663,3.398,3.7233,3.407,3.0912,0.1776,0.178,-0.0003
6/6/2007,4.367857,4.430357,4.355357,4.415714,1112241200,0.0636,3.427,3.7654,3.435,3.1053,0.1822,0.1763,0.0059
6/7/2007,4.463929,4.5575,4.399643,4.431071,1915079600,0.1338,3.4609,3.806,3.461,3.1168,0.1897,0.1758,0.0139
6/8/2007,4.493571,4.493929,4.3675,4.446071,1241682400,0.1072,3.4941,3.8422,3.487,3.1325,0.1928,0.1764,0.0164
6/11/2007,4.5,4.505357,4.269286,4.2925,1874258400,0.2001,3.5245,3.8534,3.504,3.1559,0.1936,0.178,0.0156
6/12/2007,4.2625,4.346786,4.225357,4.299286,1426566400,0.1029,3.533,3.8632,3.521,3.1795,0.1885,0.1802,0.0084
6/13/2007,4.326786,4.328214,4.121429,4.196429,1721353200,0.1753,3.5458,3.8558,3.536,3.2171,0.1883,0.1827,0.0055
6/14/2007,4.185714,4.266071,4.157857,4.241071,973266000,0.0917,3.546,3.8452,3.553,3.2622,0.1792,0.1845,-0.0053
6/15/2007,4.307857,4.309643,4.280714,4.303571,811218800,0.0581,3.556,3.8425,3.57,3.2984,0.1769,0.1854,-0.0086
6/18/2007,4.402857,4.470714,4.376429,4.4675,910604800,0.1417,3.5727,3.8574,3.593,3.3291,0.1656,0.1841,-0.0185
6/19/2007,4.453214,4.464643,4.389643,4.416429,943026000,0.066,3.592,3.8654,3.611,3.3565,0.1549,0.1811,-0.0262
6/20/2007,4.423929,4.452143,4.339286,4.341071,897512000,0.0957,3.607,3.8661,3.623,3.3801,0.1515,0.1768,-0.0253
6/21/2007,4.346429,4.438929,4.311429,4.425,867045200,0.1081,3.6143,3.8694,3.639,3.4101,0.1381,0.1707,-0.0326
6/22/2007,4.423214,4.444643,4.370714,4.392857,631876000,0.0627,3.6272,3.8482,3.658,3.4686,0.1242,0.163,-0.0388
6/25/2007,4.435357,4.4675,4.323571,4.369286,965403600,0.122,3.6398,3.8333,3.671,3.5098,0.1023,0.1534,-0.0511
6/26/2007,4.427857,4.428571,4.24,4.273214,1345005200,0.1598,3.6505,3.8121,3.679,3.5471,0.0817,0.1416,-0.0599
6/27/2007,4.3075,4.358571,4.259286,4.353214,974696800,0.0842,3.6506,3.8111,3.684,3.5575,0.0561,0.1279,-0.0718
6/28/2007,4.37,4.374643,4.285714,4.305714,838143600,0.0754,3.6557,3.8109,3.683,3.5558,0.0522,0.1141,-0.0619
6/29/2007,4.356071,4.428571,4.324643,4.358571,1137841600,0.1041,3.6592,3.808,3.688,3.5697,0.045,0.1007,-0.0557
7/2/2007,4.323214,4.360357,4.260714,4.330714,994862400,0.0845,3.6597,3.808,3.688,3.5695,0.0451,0.0885,-0.0434
7/3/2007,4.357143,4.55,4.339286,4.541786,1162481600,0.1859,3.6628,3.8337,3.695,3.5574,0.037,0.0757,-0.0388
7/5/2007,4.6,4.748929,4.596071,4.741071,1453051600,0.1756,3.6853,3.9062,3.709,3.5125,0.0342,0.0642,-0.03
7/6/2007,4.754643,4.762143,4.657143,4.725,874694800,0.089,3.7182,3.9567,3.721,3.487,0.0335,0.0541,-0.0206
7/9/2007,4.727857,4.746429,4.613571,4.654643,995820000,0.1126,3.7457,3.9844,3.73,3.4769,0.0407,0.0473,-0.0066
7/10/2007,4.602857,4.803571,4.600357,4.726786,1255007600,0.1722,3.7605,4.0257,3.749,3.4724,0.0497,0.0437,0.006
7/11/2007,4.716786,4.775,4.689643,4.728214,821772000,0.0723,3.7831,4.0612,3.767,3.4733,0.0548,0.0436,0.0112
7/12/2007,4.780357,4.794286,4.728214,4.788214,704608800,0.056,3.8087,4.0956,3.792,3.489,0.0647,0.045,0.0197
7/13/2007,4.8225,4.923214,4.804286,4.918929,907606000,0.1144,3.8353,4.1516,3.821,3.4905,0.0778,0.0486,0.0291
7/16/2007,4.9425,4.999286,4.910714,4.932143,936112800,0.0751,3.869,4.203,3.847,3.4923,0.107,0.0555,0.0515
7/17/2007,4.939286,4.985714,4.910714,4.961071,709959600,0.0636,3.8992,4.255,3.868,3.4822,0.1327,0.0661,0.0666
7/18/2007,4.935357,4.944286,4.858571,4.932857,756856800,0.0869,3.9263,4.2952,3.89,3.4858,0.1594,0.08,0.0794
7/19/2007,5.010714,5.028929,4.9875,5,732891600,0.0814,3.9568,4.3378,3.918,3.499,0.1836,0.0967,0.0869
7/20/2007,5.058929,5.149286,5,5.133929,1167773600,0.1265,3.9884,4.4003,3.948,3.4966,0.2093,0.1155,0.0938
7/23/2007,5.118214,5.186429,5.033214,5.132143,1036490000,0.1299,4.0217,4.4514,3.979,3.5082,0.2155,0.1339,0.0816
7/24/2007,4.96,5.035714,4.791071,4.8175,1795292800,0.2891,4.0391,4.4546,3.998,3.5429,0.2087,0.151,0.0578
7/25/2007,4.905357,4.941429,4.821429,4.902143,1496182800,0.105,4.0504,4.4514,4.025,3.5995,0.2049,0.1665,0.0384
7/26/2007,5.211071,5.303571,4.891429,5.214286,2186629200,0.3493,4.0852,4.4917,4.061,3.6322,0.2231,0.1827,0.0404
7/27/2007,5.221071,5.318571,5.135,5.1375,1161098400,0.1556,4.1176,4.5007,4.097,3.6937,0.2327,0.1967,0.0361
7/30/2007,5.154643,5.194643,4.984643,5.051071,1106988400,0.178,4.1415,4.4921,4.126,3.7609,0.2328,0.2078,0.025
7/31/2007,5.106071,5.124286,4.697143,4.705714,1762392800,0.362,4.1593,4.4505,4.142,3.8344,0.2306,0.2157,0.0149
8/1/2007,4.772857,4.835,4.563214,4.821429,1750156800,0.2304,4.1484,4.4332,4.154,3.8753,0.2076,0.2184,-0.0108
8/2/2007,4.880357,4.891429,4.791071,4.874643,852644800,0.0851,4.1473,4.4322,4.159,3.8877,0.1887,0.2161,-0.0274
8/3/2007,4.830714,4.855357,4.696429,4.708929,679187600,0.1511,4.1423,4.4331,4.159,3.8854,0.1642,0.2104,-0.0461
8/6/2007,4.746429,4.831071,4.582143,4.830357,925170400,0.211,4.1309,4.4245,4.166,3.9089,0.1333,0.202,-0.0687
8/7/2007,4.819286,4.901429,4.736786,4.8225,949936400,0.1396,4.1265,4.4208,4.17,3.9208,0.1013,0.1905,-0.0892
8/8/2007,4.884286,4.887857,4.714286,4.786071,808096800,0.1471,4.1278,4.4177,4.173,3.9288,0.0665,0.1731,-0.1066
8/9/2007,4.6825,4.75,4.4675,4.513929,1125395600,0.27,4.1127,4.4457,4.161,3.8775,0.0363,0.1512,-0.115
8/10/2007,4.397143,4.5625,4.296429,4.464286,1410749200,0.2255,4.0759,4.4705,4.142,3.8141,0.007,0.1262,-0.1192
8/13/2007,4.582857,4.619643,4.517857,4.563929,752911600,0.1317,4.0577,4.4752,4.126,3.7782,-0.0317,0.097,-0.1287
8/14/2007,4.581786,4.582143,4.418214,4.429643,739006800,0.1389,4.0411,4.4862,4.104,3.7222,-0.0721,0.0659,-0.138
8/15/2007,4.383571,4.459286,4.273214,4.282143,992852000,0.1577,4.0101,4.5088,4.076,3.6445,-0.1194,0.0317,-0.1511
8/16/2007,4.178929,4.232143,3.986429,4.180357,1866690000,0.2506,3.9655,4.5252,4.041,3.5585,-0.1673,-0.0051,-0.1622
8/17/2007,4.3575,4.410714,4.279286,4.359286,1195062400,0.1953,3.9396,4.493,4.009,3.5251,-0.1829,-0.0403,-0.1426
8/20/2007,4.427143,4.446429,4.303571,4.365,803317200,0.1211,3.9218,4.4518,3.976,3.5013,-0.202,-0.074,-0.1281
8/21/2007,4.364643,4.605714,4.321429,4.556071,1303047200,0.241,3.9006,4.4406,3.965,3.4904,-0.2161,-0.1054,-0.1107
8/22/2007,4.686429,4.741071,4.654643,4.7325,1061765600,0.1568,3.9074,4.426,3.958,3.4906,-0.2121,-0.133,-0.0791
8/23/2007,4.753214,4.762143,4.634286,4.681071,866838000,0.1084,3.919,4.353,3.935,3.5184,-0.2108,-0.1572,-0.0537
8/24/2007,4.661786,4.834643,4.636071,4.832143,911834000,0.1683,3.9221,4.3016,3.922,3.5439,-0.2152,-0.1776,-0.0376
8/27/2007,4.763929,4.809286,4.717857,4.723214,707439600,0.0969,3.9331,4.2528,3.908,3.5648,-0.1998,-0.1917,-0.0081
8/28/2007,4.678214,4.728929,4.5225,4.529286,1179365600,0.175,3.9362,4.2446,3.901,3.5581,-0.1656,-0.1969,0.0313
8/29/2007,4.638571,4.792143,4.626429,4.788571,1166860800,0.2228,3.9357,4.2404,3.9,3.5595,-0.1512,-0.1951,0.0439
8/30/2007,4.738214,4.9375,4.725,4.866071,1435582400,0.1801,3.9434,4.2391,3.899,3.5601,-0.1347,-0.1897,0.055
8/31/2007,4.981786,4.9875,4.9075,4.945714,876887200,0.1029,3.97,4.2705,3.909,3.5487,-0.085,-0.1767,0.0917
9/4/2007,4.997857,5.204643,4.994286,5.148571,1316842800,0.2195,3.9953,4.3281,3.923,3.5182,-0.0199,-0.1549,0.135
9/5/2007,5.1775,5.208571,4.860714,4.884286,2328222400,0.2948,4.0328,4.3356,3.925,3.5159,0.0373,-0.1272,0.1645
9/6/2007,4.841429,4.913214,4.739643,4.821786,1901261600,0.1471,4.0395,4.3392,3.927,3.5153,0.0752,-0.0954,0.1706
9/7/2007,4.714643,4.725,4.642857,4.706071,1430576000,0.1517,4.0354,4.3455,3.935,3.5253,0.1018,-0.0602,0.162
9/10/2007,4.8925,4.93,4.783929,4.8825,1487838800,0.1898,4.0461,4.3661,3.953,3.5402,0.116,-0.0251,0.1411
9/11/2007,4.925,4.939286,4.776786,4.838929,971885600,0.1377,4.0583,4.3807,3.964,3.5489,0.125,0.0071,0.1179
9/12/2007,4.856786,4.978571,4.848214,4.8875,1022770000,0.1184,4.0638,4.3952,3.984,3.5732,0.1352,0.039,0.0962
9/13/2007,4.958214,4.964286,4.880357,4.9,656163200,0.0711,4.077,4.3935,4.01,3.6273,0.1444,0.07,0.0744
9/14/2007,4.8775,4.963571,4.864286,4.9575,607320000,0.0842,4.0825,4.3691,4.043,3.7175,0.1587,0.0971,0.0616
9/17/2007,4.963929,5.021071,4.914286,4.943214,793371600,0.0905,4.0944,4.3574,4.068,3.7787,0.1725,0.1184,0.0541
9/18/2007,4.966429,5.101786,4.9225,5.032857,1064089600,0.152,4.1053,4.3437,4.096,3.849,0.17,0.1332,0.0368
9/19/2007,5.107857,5.112857,4.978571,5.0275,1026880400,0.1138,4.1267,4.3488,4.116,3.8839,0.1618,0.1428,0.019
9/20/2007,5.005357,5.063929,4.975714,5.011071,691840800,0.0748,4.1377,4.362,4.128,3.8943,0.1486,0.148,0.0005
9/21/2007,5.040714,5.166071,5.011071,5.148214,1138880400,0.1314,4.1505,4.391,4.147,3.9049,0.1175,0.1482,-0.0307
9/24/2007,5.240357,5.351786,5.2375,5.295714,1052161600,0.1725,4.1783,4.4508,4.167,3.8844,0.111,0.1466,-0.0356
9/25/2007,5.244286,5.472143,5.243571,5.470714,1192550800,0.1937,4.2037,4.5382,4.199,3.8604,0.1195,0.1449,-0.0254
9/26/2007,5.516786,5.535714,5.401786,5.456071,975268000,0.1135,4.2487,4.5834,4.238,3.8937,0.1281,0.1431,-0.015
9/27/2007,5.491786,5.518571,5.44,5.517857,658198800,0.0666,4.2873,4.6529,4.269,3.886,0.1314,0.14,-0.0087
9/28/2007,5.48,5.521429,5.455357,5.481071,615101200,0.056,4.3214,4.706,4.295,3.8851,0.1495,0.1375,0.012
10/1/2007,5.5225,5.621786,5.461786,5.583571,837068400,0.1356,4.3556,4.7715,4.322,3.8735,0.1643,0.1368,0.0274
10/2/2007,5.591071,5.663929,5.5675,5.658929,792069600,0.0817,4.3921,4.8385,4.344,3.8499,0.1844,0.1394,0.045
10/3/2007,5.635,5.685,5.6075,5.64,692518400,0.0657,4.4287,4.8958,4.376,3.8566,0.2034,0.1454,0.058
10/4/2007,5.642857,5.645714,5.482143,5.58,656958400,0.1386,4.4624,4.9318,4.408,3.8848,0.2198,0.1568,0.0629
10/5/2007,5.656071,5.770714,5.632143,5.766071,943471200,0.1616,4.494,4.9793,4.453,3.9272,0.2253,0.1695,0.0558
10/8/2007,5.838929,5.996786,5.820357,5.996786,835928800,0.1956,4.5373,5.0725,4.5,3.9284,0.2483,0.1838,0.0645
10/9/2007,6.078571,6.111071,5.952857,5.995,1104286400,0.1341,4.5959,5.1438,4.549,3.9551,0.2858,0.2013,0.0845
10/10/2007,5.983929,5.995714,5.914286,5.956786,667590000,0.069,4.6412,5.1963,4.594,3.9933,0.3062,0.2208,0.0854
10/11/2007,6.053214,6.138571,5.471786,5.793929,1643992000,0.5652,4.6879,5.2133,4.632,4.0521,0.3348,0.2414,0.0934
10/12/2007,5.821786,5.974286,5.778571,5.973214,988176000,0.1659,4.7113,5.2498,4.675,4.1016,0.3244,0.2592,0.0652
10/15/2007,5.999286,6.056071,5.839286,5.963571,1077930000,0.1837,4.7469,5.27,4.719,4.1679,0.3184,0.274,0.0443
10/16/2007,5.912143,6.077857,5.898214,6.056429,1067830400,0.1523,4.7721,5.3003,4.762,4.2244,0.3157,0.2865,0.0291
10/17/2007,6.1675,6.18,6.042143,6.169643,1127613200,0.1168,4.8155,5.3337,4.81,4.2878,0.3207,0.2977,0.023
10/18/2007,6.125,6.221071,6.108929,6.196429,823676000,0.0951,4.8513,5.3497,4.861,4.3723,0.3171,0.3079,0.0092
10/19/2007,6.222857,6.236786,6.071429,6.086429,1291780000,0.1402,4.8916,5.3488,4.9,4.4526,0.3174,0.3156,0.0018
10/22/2007,6.083929,6.246429,6.07,6.227143,1649499600,0.1495,4.9168,5.375,4.94,4.5054,0.3092,0.3182,-0.009
10/23/2007,6.734286,6.735714,6.527143,6.648571,1795164000,0.4311,4.9922,5.4974,4.99,4.4828,0.3277,0.3206,0.0071
10/24/2007,6.636071,6.686071,6.401429,6.640357,1288481600,0.2413,5.0524,5.5899,5.04,4.4908,0.3295,0.32,0.0095
10/25/2007,6.6025,6.639286,6.487857,6.527857,973602000,0.1293,5.1042,5.646,5.083,4.5203,0.3178,0.3193,-0.0015
10/26/2007,6.6175,6.620357,6.531429,6.596429,706876800,0.0784,5.1523,5.6972,5.13,4.5636,0.31,0.3183,-0.0083
10/29/2007,6.623214,6.663929,6.596429,6.610357,540554000,0.0572,5.197,5.7455,5.173,4.6024,0.299,0.3165,-0.0175
10/30/2007,6.649286,6.763214,6.5975,6.678571,939414000,0.1405,5.2388,5.7986,5.217,4.6357,0.3115,0.3155,-0.0039
10/31/2007,6.701071,6.79,6.605357,6.783929,833310800,0.1565,5.2808,5.855,5.265,4.6762,0.3136,0.3151,-0.0015
11/1/2007,6.735714,6.789286,6.428571,6.694286,805036400,0.3057,5.3216,5.8735,5.312,4.7521,0.3321,0.3167,0.0153
11/2/2007,6.7575,6.765714,6.553214,6.709643,1002114400,0.1801,5.3603,5.9003,5.352,4.8053,0.3325,0.3193,0.0132
11/5/2007,6.6175,6.748571,6.58,6.649286,804176800,0.1429,5.3839,5.9265,5.38,4.8344,0.3302,0.3196,0.0106
11/6/2007,6.680357,6.857143,6.616786,6.849643,954727200,0.2037,5.4105,5.9745,5.416,4.8588,0.3247,0.319,0.0057
11/7/2007,6.8075,6.881429,6.6475,6.653571,994327600,0.1983,5.4447,5.9853,5.446,4.9072,0.3362,0.3211,0.0151
11/8/2007,6.666786,6.675,5.991786,6.266786,1890378000,0.5791,5.4643,5.9513,5.466,4.9812,0.2978,0.3197,-0.0219
11/9/2007,6.1125,6.254286,5.900357,5.906071,1526380800,0.3105,5.4373,5.9585,5.463,4.9683,0.2455,0.3138,-0.0683
11/12/2007,5.902857,5.989286,5.379643,5.491429,1769065200,0.5167,5.396,6.0273,5.443,4.8595,0.188,0.3001,-0.112
11/13/2007,5.744643,6.106429,5.491429,6.07,1739446800,0.5213,5.3458,6.0267,5.444,4.8612,0.1294,0.2796,-0.1502
11/14/2007,6.327143,6.341786,5.847857,5.9325,1449168000,0.4187,5.3474,6.0377,5.433,4.8302,0.0998,0.2538,-0.154
11/15/2007,5.9425,6.056786,5.725,5.867857,1487410400,0.2812,5.3179,6.052,5.42,4.7879,0.0512,0.2225,-0.1713
11/16/2007,5.903571,5.965,5.690357,5.9425,1383494000,0.2328,5.288,6.0581,5.413,4.7696,-0.0002,0.1858,-0.1861
11/19/2007,5.932143,6.007143,5.789286,5.855357,1154428800,0.1847,5.2632,6.0697,5.398,4.7265,-0.0606,0.143,-0.2036
11/20/2007,5.916786,6.135357,5.840357,6.030357,1543642800,0.25,5.2396,6.0454,5.371,4.6985,-0.1173,0.0926,-0.2099
11/21/2007,5.922857,6.155357,5.881071,6.016429,1217809600,0.2325,5.2187,6.0181,5.345,4.6729,-0.1667,0.041,-0.2077
11/23/2007,6.142857,6.144643,6.0625,6.126429,465757600,0.1087,5.2175,5.9985,5.328,4.6585,-0.2039,-0.0089,-0.1949
11/26/2007,6.199643,6.331071,6.155357,6.162143,1305754800,0.1735,5.2211,5.9703,5.31,4.6498,-0.2492,-0.0575,-0.1917
11/27/2007,6.257857,6.278214,6.071786,6.243214,1317030400,0.175,5.229,5.941,5.294,4.6481,-0.2792,-0.1029,-0.1763
11/28/2007,6.315,6.45,6.2625,6.436429,1150912000,0.1753,5.2408,5.9134,5.284,4.6551,-0.2725,-0.1443,-0.1282
11/29/2007,6.408214,6.613214,6.398214,6.581786,1050926800,0.1822,5.2589,5.8835,5.275,4.6678,-0.2262,-0.1751,-0.0511
11/30/2007,6.690714,6.703571,6.417857,6.507857,1187802000,0.2422,5.2982,5.8586,5.267,4.677,-0.1611,-0.193,0.0318
12/3/2007,6.495,6.576429,6.346429,6.387857,961469600,0.1949,5.3179,5.8176,5.254,4.6907,-0.1457,-0.2024,0.0567
12/4/2007,6.326786,6.460714,6.321071,6.421786,773799600,0.1184,5.3222,5.7877,5.244,4.7013,-0.1091,-0.2015,0.0924
12/5/2007,6.531786,6.642857,6.514643,6.625,892402000,0.1874,5.3426,5.7441,5.235,4.7259,-0.0615,-0.1898,0.1283
12/6/2007,6.649643,6.789286,6.647143,6.783929,899810800,0.1392,5.3705,5.7691,5.24,4.7119,-0.0108,-0.1684,0.1576
12/7/2007,6.805,6.963929,6.715714,6.939286,1066066400,0.2104,5.4084,5.8668,5.269,4.6712,0.0485,-0.1353,0.1838
12/10/2007,6.913929,6.987857,6.881786,6.936071,722377600,0.0899,5.4514,5.9533,5.312,4.6721,0.1127,-0.0917,0.2045
12/11/2007,6.955357,7.029643,6.6925,6.733571,1110925200,0.2858,5.4937,5.9516,5.365,4.779,0.1637,-0.0433,0.2069
12/12/2007,6.908571,6.945714,6.634286,6.816429,1225660800,0.264,5.5282,6.0003,5.397,4.7936,0.2043,0.0045,0.1997
12/13/2007,6.7925,6.861429,6.707857,6.851071,864617600,0.1302,5.55,6.0396,5.435,4.8322,0.2384,0.0489,0.1894
12/14/2007,6.798929,6.9,6.769286,6.799643,674312800,0.3166,5.5703,6.0558,5.475,4.8949,0.2728,0.0954,0.1774
12/17/2007,6.811429,6.880357,6.535,6.585714,1024693600,0.2927,5.5896,6.0483,5.502,4.957,0.2966,0.1405,0.1561
12/18/2007,6.661429,6.690357,6.378571,6.535,1222603200,0.2643,5.595,6.0177,5.531,5.0452,0.2766,0.1781,0.0985
12/19/2007,6.535,6.594286,6.460714,6.54,827478400,0.1132,5.5897,5.9995,5.553,5.1066,0.2588,0.208,0.0508
12/20/2007,6.6225,6.708214,6.5475,6.686071,774057200,0.1426,5.5919,5.9784,5.581,5.1845,0.2511,0.2306,0.0206
12/21/2007,6.79,6.925357,6.781786,6.925357,993960800,0.2029,5.6075,5.9887,5.615,5.2419,0.2543,0.2463,0.008
12/24/2007,6.965357,7.118929,6.956786,7.1,480202800,0.1641,5.6357,6.0221,5.655,5.2879,0.2432,0.2551,-0.0119
12/26/2007,7.1075,7.177143,7.029286,7.105357,703732400,0.1253,5.6727,6.0522,5.691,5.3309,0.2253,0.2575,-0.0321
12/27/2007,7.105357,7.248571,7.064286,7.091786,795527600,0.1562,5.706,6.0884,5.719,5.3503,0.2006,0.2533,-0.0527
12/28/2007,7.163929,7.198571,7.031429,7.136786,699647200,0.1417,5.7409,6.1325,5.742,5.3532,0.1747,0.2424,-0.0677
12/31/2007,7.125,7.160714,7.0625,7.074286,539333200,0.0832,5.7693,6.1568,5.766,5.3769,0.1508,0.2262,-0.0754
1/2/2008,7.116786,7.152143,6.876786,6.958571,1079178800,0.2334,5.7943,6.1492,5.791,5.4329,0.1419,0.2112,-0.0693
1/3/2008,6.978929,7.049643,6.881786,6.961786,842066400,0.1423,5.8058,6.137,5.813,5.4908,0.1292,0.1968,-0.0676
1/4/2008,6.8375,6.892857,6.388929,6.430357,1455832000,0.4856,5.8049,6.1559,5.805,5.4554,0.1122,0.1814,-0.0692
1/7/2008,6.473214,6.557143,6.079643,6.344286,2072193200,0.4047,5.7746,6.1837,5.787,5.3904,0.0937,0.1635,-0.0698
1/8/2008,6.433571,6.516429,6.1,6.116071,1523816000,0.353,5.7439,6.2248,5.752,5.2795,0.0857,0.146,-0.0603
1/9/2008,6.117857,6.410714,6.010714,6.407143,1813882000,0.339,5.6908,6.2185,5.729,5.241,0.0688,0.1286,-0.0599
1/10/2008,6.342143,6.464286,6.264643,6.357857,1482975200,0.1692,5.6607,6.2247,5.713,5.2029,0.0421,0.111,-0.0689
1/11/2008,6.285714,6.351786,6.071429,6.1675,1232285600,0.2428,5.629,6.2381,5.686,5.1346,-0.0045,0.0911,-0.0957
1/14/2008,6.34,6.407857,6.256071,6.385,1100450400,0.2037,5.6047,6.2278,5.666,5.1053,-0.0525,0.0685,-0.121
1/15/2008,6.347143,6.400714,5.880714,6.037143,2343278000,0.4408,5.5833,6.242,5.634,5.0265,-0.0962,0.0421,-0.1383
1/16/2008,5.901071,6.036071,5.596429,5.701429,2213845200,0.3735,5.5279,6.298,5.596,4.8955,-0.1559,0.0104,-0.1663
1/17/2008,5.768214,5.905714,5.657857,5.746071,1757859600,0.2101,5.4671,6.3328,5.563,4.7938,-0.2144,-0.0259,-0.1885
1/18/2008,5.775357,5.919643,5.700357,5.762857,1724343600,0.1859,5.4126,6.3549,5.53,4.7059,-0.2707,-0.0664,-0.2043
1/22/2008,5.287857,5.713571,5.214286,5.558571,2434754000,0.465,5.324,6.3777,5.482,4.5876,-0.3373,-0.1134,-0.2239
1/23/2008,4.863929,5,4.505,4.966786,3372969600,0.893,5.2096,6.4328,5.399,4.3664,-0.4138,-0.167,-0.2468
1/24/2008,4.999643,5.025,4.714643,4.842857,2005866800,0.2631,5.117,6.4396,5.304,4.1683,-0.4593,-0.2227,-0.2365
1/25/2008,4.963929,4.9675,4.628929,4.643214,1554739200,0.287,5.0304,6.4315,5.199,3.9678,-0.5028,-0.2781,-0.2247
1/28/2008,4.577143,4.757143,4.516071,4.643214,1474844000,0.2043,4.9208,6.3851,5.095,3.8066,-0.5437,-0.3327,-0.211
1/29/2008,4.683929,4.7425,4.608929,4.697857,1099982800,0.1132,4.8302,6.2909,4.992,3.694,-0.6005,-0.3887,-0.2118
1/30/2008,4.691786,4.8375,4.642857,4.720714,1243051600,0.165,4.749,6.1738,4.892,3.6116,-0.6501,-0.4436,-0.2065
1/31/2008,4.623214,4.880357,4.621429,4.834286,1345674400,0.2195,4.6699,6.0409,4.802,3.5645,-0.7008,-0.4977,-0.2031
2/1/2008,4.865714,4.878214,4.720714,4.776786,1010744000,0.1335,4.6179,5.8811,4.71,3.5391,-0.737,-0.5495,-0.1875
2/4/2008,4.793214,4.853571,4.693571,4.701786,899234000,0.1356,4.565,5.7967,4.636,3.477,-0.7398,-0.5942,-0.1456
2/5/2008,4.658214,4.785714,4.603571,4.62,1141042000,0.1544,4.5063,5.7119,4.563,3.4156,-0.7384,-0.6303,-0.1081
2/6/2008,4.6725,4.711429,4.348929,4.357143,1573272400,0.3073,4.4543,5.66,4.489,3.3185,-0.7351,-0.6609,-0.0742
2/7/2008,4.284643,4.456429,4.188214,4.33,2083331600,0.2273,4.376,5.5399,4.401,3.2625,-0.7133,-0.6843,-0.029
